issue,date,front01,front02,front03,front04,front05,back01,back02
10132,2010-08-29,5,8,11,15,22,2,8
10133,2010-08-31,12,14,22,24,30,3,11
10134,2010-09-02,6,12,16,28,33,2,7
10135,2010-09-05,2,5,12,32,34,2,4
10136,2010-09-07,11,18,20,21,29,6,10
10137,2010-09-09,5,9,27,34,35,4,10
10138,2010-09-12,9,21,26,28,35,8,9
10139,2010-09-14,6,8,11,21,32,1,11
10140,2010-09-16,14,21,27,34,35,2,12
10141,2010-09-19,4,26,30,33,35,2,10
10142,2010-09-21,3,6,8,10,12,3,6
10143,2010-09-23,6,12,13,24,30,5,11
10144,2010-09-25,7,17,27,28,34,5,12
10145,2010-09-28,17,23,24,31,33,1,6
10146,2010-09-30,7,19,20,32,33,6,9
10147,2010-10-02,6,7,14,20,29,5,12
10148,2010-10-05,11,13,14,17,25,3,11
10149,2010-10-07,10,11,18,22,26,5,7
10150,2010-10-09,17,20,26,32,34,2,12
11001,2010-10-12,3,16,20,31,32,3,12
11002,2010-10-14,3,15,16,19,21,2,4
11003,2010-10-16,7,16,17,19,32,1,7
11004,2010-10-18,16,19,24,28,34,7,9
11005,2010-10-21,4,15,25,26,30,2,11
11006,2010-10-23,2,6,18,28,35,8,11
11007,2010-10-25,5,7,27,31,32,7,8
11008,2010-10-28,3,4,5,23,35,1,12
11009,2010-10-30,7,25,27,30,34,9,10
11010,2010-11-01,1,6,9,11,17,2,7
11011,2010-11-04,7,14,17,21,27,4,11
11012,2010-11-06,13,17,24,32,33,3,10
11013,2010-11-08,6,10,15,23,27,9,11
11014,2010-11-10,8,20,26,30,33,1,9
11015,2010-11-13,5,6,8,20,34,7,10
11016,2010-11-15,2,10,12,33,34,3,8
11017,2010-11-17,4,12,23,30,34,3,6
11018,2010-11-20,13,15,22,33,35,4,10
11019,2010-11-22,18,19,20,29,32,5,6
11020,2010-11-24,1,9,23,26,33,5,8
11021,2010-11-27,6,16,20,22,24,5,11
11022,2010-11-29,5,10,15,17,24,1,7
11023,2010-12-01,13,16,19,27,31,6,11
11024,2010-12-03,4,16,20,23,30,5,10
11025,2010-12-06,5,16,21,34,35,3,4
11026,2010-12-08,10,13,26,27,35,1,12
11027,2010-12-10,6,9,15,18,23,3,8
11028,2010-12-13,6,8,11,28,32,9,10
11029,2010-12-15,3,9,20,29,34,11,12
11030,2010-12-17,1,10,15,19,29,5,11
11031,2010-12-20,17,21,24,25,29,7,9
11032,2010-12-22,12,16,31,32,35,3,5
11033,2010-12-24,1,9,12,29,33,1,8
11034,2010-12-26,7,15,17,21,35,1,2
11035,2010-12-29,2,5,8,16,25,5,12
11036,2010-12-31,13,20,23,26,33,6,10
11037,2011-01-02,3,12,15,25,28,9,11
11038,2011-01-05,4,12,19,30,34,6,8
11039,2011-01-07,6,10,16,19,28,3,5
11040,2011-01-09,6,11,15,16,28,7,8
11041,2011-01-12,2,6,22,24,25,1,10
11042,2011-01-14,11,14,20,32,34,8,12
11043,2011-01-16,6,19,28,29,31,1,5
11044,2011-01-18,21,23,25,30,32,9,12
11045,2011-01-21,1,2,15,17,34,4,10
11046,2011-01-23,16,17,19,25,30,6,11
11047,2011-01-25,7,14,16,18,32,2,9
11048,2011-01-28,6,9,10,22,34,1,7
11049,2011-01-30,3,7,11,26,35,5,11
11050,2011-02-01,1,10,16,27,29,1,3
11051,2011-02-04,2,4,8,28,34,9,11
11052,2011-02-06,1,4,18,23,28,4,5
11053,2011-02-08,2,4,13,29,31,3,8
11054,2011-02-10,12,16,18,26,34,9,12
11055,2011-02-13,14,25,27,31,32,5,11
11056,2011-02-15,1,10,24,26,29,5,9
11057,2011-02-17,5,6,12,14,16,10,12
11058,2011-02-20,8,14,18,21,32,1,8
11059,2011-02-22,6,11,24,25,26,2,6
11060,2011-02-24,5,7,16,29,35,4,10
11061,2011-02-27,11,13,23,26,35,11,12
11062,2011-03-01,4,7,10,12,32,2,7
11063,2011-03-03,5,7,11,21,31,5,6
11064,2011-03-05,2,6,19,21,25,2,3
11065,2011-03-08,4,7,25,27,31,4,7
11066,2011-03-10,9,13,20,25,28,6,10
11067,2011-03-12,1,5,8,9,21,3,5
11068,2011-03-15,1,24,25,31,34,7,10
11069,2011-03-17,1,16,17,33,35,2,12
11070,2011-03-19,6,13,17,28,33,7,8
11071,2011-03-22,15,18,22,25,27,7,10
11072,2011-03-24,10,12,21,24,28,5,9
11073,2011-03-26,9,13,24,27,31,11,12
11074,2011-03-28,20,22,23,30,34,5,6
11075,2011-03-31,1,7,13,27,35,3,7
11076,2011-04-02,1,21,28,32,34,5,8
11077,2011-04-04,1,3,12,27,29,8,9
11078,2011-04-07,3,21,22,28,33,6,8
11079,2011-04-09,6,8,19,21,35,3,10
11080,2011-04-11,11,16,25,26,30,6,7
11081,2011-04-14,1,12,21,25,35,2,12
11082,2011-04-16,6,13,20,30,31,9,12
11083,2011-04-18,10,27,28,29,35,1,9
11084,2011-04-20,12,15,19,25,30,6,7
11085,2011-04-23,13,18,29,32,33,10,12
11086,2011-04-25,7,11,20,26,34,3,10
11087,2011-04-27,7,12,26,32,34,7,8
11088,2011-04-30,6,11,21,22,26,6,8
11089,2011-05-02,2,3,11,18,28,1,6
11090,2011-05-04,10,15,19,23,35,2,12
11091,2011-05-07,8,16,27,33,35,1,2
11092,2011-05-09,3,7,13,18,26,6,9
11093,2011-05-11,20,22,26,31,35,2,4
11094,2011-05-13,13,19,21,27,31,5,10
11095,2011-05-16,7,14,23,30,34,2,11
11096,2011-05-18,15,19,22,25,26,1,6
11097,2011-05-20,9,21,26,27,32,8,9
11098,2011-05-23,3,6,13,31,34,1,3
11099,2011-05-25,1,14,18,21,29,4,8
11100,2011-05-27,2,6,11,19,20,1,11
11101,2011-05-30,15,18,22,23,27,8,11
11102,2011-06-01,9,16,18,31,32,2,5
11103,2011-06-03,7,15,27,30,35,4,12
11104,2011-06-05,10,11,17,18,30,2,8
11105,2011-06-08,4,7,8,14,28,2,5
11106,2011-06-10,6,11,25,34,35,8,10
11107,2011-06-12,1,5,8,10,12,3,4
11108,2011-06-15,6,22,23,25,30,2,3
11109,2011-06-17,6,7,17,25,32,9,12
11110,2011-06-19,3,4,7,13,19,9,10
11111,2011-06-22,13,14,23,32,33,10,12
11112,2011-06-24,7,13,21,31,32,1,11
11113,2011-06-26,10,11,18,19,27,1,10
11114,2011-06-28,1,7,16,27,31,5,6
11115,2011-07-01,2,5,24,25,30,2,3
11116,2011-07-03,23,29,31,33,35,2,6
11117,2011-07-05,10,18,20,23,27,5,11
11118,2011-07-08,3,13,20,23,33,3,7
11119,2011-07-10,7,13,17,24,27,9,12
11120,2011-07-12,5,18,22,27,28,1,10
11121,2011-07-15,15,18,23,25,26,9,10
11122,2011-07-17,6,13,14,22,28,5,12
11123,2011-07-19,4,8,12,22,29,2,10
11124,2011-07-21,7,11,21,24,32,2,9
11125,2011-07-24,2,4,6,20,34,1,9
11126,2011-07-26,6,10,12,14,16,4,5
11127,2011-07-28,3,22,23,31,35,3,8
11128,2011-07-31,4,6,10,25,34,2,8
11129,2011-08-02,2,12,21,24,31,6,9
11130,2011-08-04,16,22,27,28,29,4,9
11131,2011-08-07,12,26,27,34,35,4,10
11132,2011-08-09,4,5,6,27,32,4,11
11133,2011-08-11,8,12,18,26,34,2,4
11134,2011-08-13,2,4,6,12,19,2,11
11135,2011-08-16,2,7,17,19,25,5,7
11136,2011-08-18,2,10,13,21,29,5,11
11137,2011-08-20,7,18,24,31,32,6,7
11138,2011-08-23,12,15,24,26,33,11,12
11139,2011-08-25,2,4,18,24,29,11,12
11140,2011-08-27,5,7,17,28,32,2,6
11141,2011-08-30,1,13,27,30,35,6,10
11142,2011-09-01,10,11,13,20,34,6,12
11143,2011-09-03,20,22,23,29,34,9,12
11144,2011-09-05,1,14,26,33,34,2,8
11145,2011-09-08,14,17,18,21,22,6,9
11146,2011-09-10,6,16,20,24,27,2,10
11147,2011-09-12,4,14,19,27,32,6,9
11148,2011-09-15,9,19,23,25,30,4,7
11149,2011-09-17,18,21,22,24,35,7,12
11150,2011-09-19,12,15,16,24,30,1,2
12001,2011-09-22,7,12,19,25,30,2,3
12002,2011-09-24,2,10,15,23,30,6,7
12003,2011-09-26,2,8,10,18,19,9,12
12004,2011-09-28,14,17,28,29,32,6,9
12005,2011-10-01,1,4,5,9,12,6,12
12006,2011-10-03,8,15,16,19,26,1,4
12007,2011-10-05,3,4,6,12,18,2,10
12008,2011-10-08,1,3,19,30,32,4,5
12009,2011-10-10,7,8,11,24,29,4,8
12010,2011-10-12,2,6,12,22,29,11,12
12011,2011-10-15,2,4,7,17,25,9,12
12012,2011-10-17,6,13,24,30,33,2,11
12013,2011-10-19,1,6,10,11,17,1,5
12014,2011-10-21,1,7,8,9,18,4,11
12015,2011-10-24,14,20,25,26,30,7,9
12016,2011-10-26,1,6,7,22,35,4,5
12017,2011-10-28,18,21,24,27,33,3,7
12018,2011-10-31,2,5,21,26,34,8,10
12019,2011-11-02,5,7,9,17,30,5,12
12020,2011-11-04,18,25,26,29,31,5,8
12021,2011-11-07,8,14,18,20,28,8,12
12022,2011-11-09,13,15,25,27,28,7,8
12023,2011-11-11,2,8,20,23,25,11,12
12024,2011-11-13,4,5,14,30,32,2,12
12025,2011-11-16,6,9,17,28,33,7,8
12026,2011-11-18,7,10,13,21,31,6,9
12027,2011-11-20,1,10,31,33,35,5,11
12028,2011-11-23,13,14,17,19,31,7,11
12029,2011-11-25,2,7,12,18,26,2,4
12030,2011-11-27,8,15,20,25,26,3,9
12031,2011-11-30,14,20,28,31,35,3,10
12032,2011-12-02,7,22,25,27,33,6,12
12033,2011-12-04,1,26,30,32,35,10,11
12034,2011-12-06,1,9,12,13,15,1,12
12035,2011-12-09,1,6,14,22,32,3,5
12036,2011-12-11,1,11,18,30,35,2,8
12037,2011-12-13,4,5,8,9,23,5,10
12038,2011-12-16,6,11,25,34,35,7,10
12039,2011-12-18,4,5,10,23,25,4,6
12040,2011-12-20,4,15,24,25,27,3,5
12041,2011-12-23,7,12,14,19,30,2,4
12042,2011-12-25,5,6,16,17,21,7,10
12043,2011-12-27,11,15,27,28,30,7,11
12044,2011-12-29,2,3,22,26,34,10,11
12045,2012-01-01,12,24,27,29,35,5,9
12046,2012-01-03,1,7,17,21,26,1,5
12047,2012-01-05,10,15,22,23,33,2,5
12048,2012-01-08,12,13,21,22,26,10,12
12049,2012-01-10,1,9,13,14,29,1,3
12050,2012-01-12,1,27,28,34,35,8,9
12051,2012-01-15,6,15,16,18,35,1,11
12052,2012-01-17,8,9,14,15,22,1,3
12053,2012-01-19,1,2,9,10,27,4,7
12054,2012-01-21,11,14,15,26,29,6,10
12055,2012-01-24,2,4,5,18,22,6,12
12056,2012-01-26,13,14,15,21,29,4,11
12057,2012-01-28,3,13,14,17,21,4,7
12058,2012-01-31,1,4,19,21,31,5,9
12059,2012-02-02,5,13,24,26,32,10,11
12060,2012-02-04,1,4,7,9,30,4,6
12061,2012-02-07,2,18,27,29,33,5,11
12062,2012-02-09,2,4,8,21,26,3,4
12063,2012-02-11,12,19,20,21,32,1,11
12064,2012-02-13,4,14,17,23,27,4,7
12065,2012-02-16,13,14,18,30,32,5,10
12066,2012-02-18,11,14,15,18,19,2,8
12067,2012-02-20,7,11,12,16,33,8,11
12068,2012-02-23,3,5,14,26,31,9,11
12069,2012-02-25,2,7,11,21,22,6,10
12070,2012-02-27,4,16,29,32,34,5,12
12071,2012-03-01,1,4,5,13,22,1,12
12072,2012-03-03,1,11,18,25,35,7,8
12073,2012-03-05,2,15,19,22,30,4,10
12074,2012-03-07,3,6,28,29,35,4,7
12075,2012-03-10,5,8,16,25,31,3,5
12076,2012-03-12,7,18,27,31,32,8,9
12077,2012-03-14,4,11,18,22,35,6,8
12078,2012-03-17,2,13,17,24,30,1,4
12079,2012-03-19,4,14,22,25,30,1,6
12080,2012-03-21,14,15,19,24,34,1,12
12081,2012-03-24,1,3,14,19,31,1,11
12082,2012-03-26,1,2,10,19,31,6,12
12083,2012-03-28,3,15,17,18,31,2,6
12084,2012-03-30,2,5,7,20,31,2,12
12085,2012-04-02,2,10,19,26,35,5,10
12086,2012-04-04,1,16,25,26,31,3,8
12087,2012-04-06,5,9,14,16,27,9,12
12088,2012-04-09,9,13,25,33,35,3,7
12089,2012-04-11,3,5,6,7,30,2,11
12090,2012-04-13,18,26,28,29,33,3,4
12091,2012-04-16,7,12,15,24,34,4,9
12092,2012-04-18,3,4,13,17,33,3,12
12093,2012-04-20,5,10,26,28,35,1,10
12094,2012-04-22,9,15,19,26,30,1,5
12095,2012-04-25,3,11,18,24,26,2,10
12096,2012-04-27,1,4,9,14,17,7,8
12097,2012-04-29,2,6,9,26,34,9,11
12098,2012-05-02,1,5,18,20,27,6,12
12099,2012-05-04,8,15,23,28,32,2,3
12100,2012-05-06,5,16,23,24,31,5,12
12101,2012-05-09,17,19,25,30,32,9,11
12102,2012-05-11,1,13,16,21,27,3,5
12103,2012-05-13,2,6,12,23,34,5,10
12104,2012-05-15,2,4,10,22,33,2,11
12105,2012-05-18,3,8,28,30,35,8,12
12106,2012-05-20,5,11,14,16,35,3,7
12107,2012-05-22,5,9,21,28,34,2,3
12108,2012-05-25,19,20,25,28,32,1,7
12109,2012-05-27,2,12,17,25,33,6,10
12110,2012-05-29,2,6,10,26,29,4,10
12111,2012-06-01,1,13,24,29,34,1,5
12112,2012-06-03,8,20,24,26,28,8,9
12113,2012-06-05,4,5,13,17,29,1,11
12114,2012-06-07,1,6,9,10,21,8,12
12115,2012-06-10,3,15,22,25,33,3,6
12116,2012-06-12,8,13,17,18,34,4,10
12117,2012-06-14,2,3,16,20,34,11,12
12118,2012-06-17,1,17,19,20,29,6,10
12119,2012-06-19,21,25,31,33,35,1,11
12120,2012-06-21,2,6,10,18,32,10,12
12121,2012-06-24,11,14,16,30,32,9,11
12122,2012-06-26,1,3,4,13,33,7,10
12123,2012-06-28,10,23,30,34,35,11,12
12124,2012-06-30,3,4,10,21,32,4,11
12125,2012-07-03,1,16,19,23,31,1,5
12126,2012-07-05,2,7,13,18,19,9,12
12127,2012-07-07,9,15,20,29,30,2,7
12128,2012-07-10,16,20,23,24,25,3,10
12129,2012-07-12,3,10,13,24,34,1,11
12130,2012-07-14,5,11,12,21,31,8,9
12131,2012-07-17,6,13,20,23,26,2,12
12132,2012-07-19,10,14,22,31,34,3,11
12133,2012-07-21,1,9,11,28,32,4,7
12134,2012-07-23,17,18,19,25,26,6,11
12135,2012-07-26,1,3,18,24,27,1,12
12136,2012-07-28,7,9,10,18,20,7,10
12137,2012-07-30,13,28,31,32,35,9,10
12138,2012-08-02,7,12,19,22,29,9,10
12139,2012-08-04,1,7,29,33,34,4,11
12140,2012-08-06,1,10,12,17,33,7,8
12141,2012-08-09,2,21,22,29,32,8,12
12142,2012-08-11,1,9,14,20,32,4,11
12143,2012-08-13,5,6,33,34,35,10,11
12144,2012-08-15,8,11,15,21,22,5,9
12145,2012-08-18,3,4,9,10,30,4,8
12146,2012-08-20,1,4,5,14,34,2,8
12147,2012-08-22,5,16,25,28,30,2,5
12148,2012-08-25,8,17,18,24,30,9,12
12149,2012-08-27,2,17,19,20,24,5,11
12150,2012-08-29,5,8,10,22,23,10,11
13001,2012-09-01,18,19,24,27,30,6,11
13002,2012-09-03,1,7,13,21,24,6,12
13003,2012-09-05,7,14,16,18,31,6,11
13004,2012-09-07,7,8,14,30,35,3,10
13005,2012-09-10,8,9,27,32,35,2,7
13006,2012-09-12,8,9,11,13,26,4,10
13007,2012-09-14,10,14,25,31,34,8,12
13008,2012-09-17,3,15,17,21,34,1,3
13009,2012-09-19,1,2,7,11,18,2,5
13010,2012-09-21,7,9,17,22,34,2,6
13011,2012-09-24,5,13,21,23,28,2,8
13012,2012-09-26,1,4,13,14,22,4,9
13013,2012-09-28,3,6,16,29,34,4,5
13014,2012-09-30,4,7,9,28,29,1,12
13015,2012-10-03,8,17,29,32,35,3,4
13016,2012-10-05,7,16,20,28,34,1,6
13017,2012-10-07,4,9,25,30,35,4,9
13018,2012-10-10,4,13,16,17,35,1,6
13019,2012-10-12,18,19,23,25,34,4,9
13020,2012-10-14,1,5,10,21,27,7,9
13021,2012-10-17,7,13,16,26,30,3,4
13022,2012-10-19,5,7,9,23,27,3,12
13023,2012-10-21,1,6,13,28,34,1,12
13024,2012-10-23,8,10,25,30,32,1,11
13025,2012-10-26,5,9,21,22,28,1,3
13026,2012-10-28,27,30,31,32,34,4,7
13027,2012-10-30,1,2,13,22,24,2,5
13028,2012-11-02,4,13,18,22,34,2,3
13029,2012-11-04,2,16,20,24,35,8,10
13030,2012-11-06,8,23,30,32,35,7,9
13031,2012-11-09,5,9,13,19,28,3,7
13032,2012-11-11,15,17,23,25,30,3,12
13033,2012-11-13,3,17,23,28,34,1,12
13034,2012-11-15,3,6,13,15,30,2,5
13035,2012-11-18,1,10,16,22,25,4,6
13036,2012-11-20,5,21,23,30,33,4,10
13037,2012-11-22,1,3,11,20,22,3,10
13038,2012-11-25,5,17,21,27,33,3,4
13039,2012-11-27,2,7,14,21,34,1,11
13040,2012-11-29,5,8,11,21,33,2,11
13041,2012-12-02,1,11,15,18,26,2,7
13042,2012-12-04,1,10,22,27,29,9,10
13043,2012-12-06,1,14,18,21,28,9,12
13044,2012-12-08,3,6,15,28,31,1,9
13045,2012-12-11,1,3,10,14,32,6,12
13046,2012-12-13,9,18,21,23,29,6,11
13047,2012-12-15,8,12,23,25,32,5,12
13048,2012-12-18,4,15,20,25,32,6,7
13049,2012-12-20,2,10,16,25,30,4,10
13050,2012-12-22,10,16,27,33,35,4,7
13051,2012-12-25,2,8,22,26,34,4,9
13052,2012-12-27,1,5,17,19,25,1,6
13053,2012-12-29,13,19,20,22,33,3,9
13054,2012-12-31,10,12,19,28,34,10,12
13055,2013-01-03,4,11,27,28,30,1,9
13056,2013-01-05,2,9,20,26,33,5,11
13057,2013-01-07,6,9,30,31,33,2,4
13058,2013-01-10,7,8,19,20,34,1,2
13059,2013-01-12,1,8,15,29,35,10,12
13060,2013-01-14,4,16,18,19,23,5,7
13061,2013-01-17,5,13,18,23,24,2,9
13062,2013-01-19,5,10,16,25,30,7,8
13063,2013-01-21,2,5,8,11,33,6,8
13064,2013-01-23,11,13,19,29,31,2,3
13065,2013-01-26,2,12,13,26,34,3,10
13066,2013-01-28,5,20,22,34,35,1,10
13067,2013-01-30,1,3,7,19,25,2,11
13068,2013-02-02,3,4,17,28,35,6,9
13069,2013-02-04,8,13,15,25,33,3,11
13070,2013-02-06,6,9,10,12,32,2,11
13071,2013-02-09,12,15,27,34,35,2,10
13072,2013-02-11,2,9,16,17,29,2,10
13073,2013-02-13,4,10,14,15,32,2,12
13074,2013-02-15,15,22,23,26,31,3,12
13075,2013-02-18,10,16,30,32,34,4,7
13076,2013-02-20,1,15,20,23,32,7,9
13077,2013-02-22,3,9,14,25,28,7,8
13078,2013-02-25,2,4,16,34,35,3,11
13079,2013-02-27,6,11,19,24,26,2,5
13080,2013-03-01,4,15,16,23,29,1,9
13081,2013-03-04,7,11,13,26,35,5,9
13082,2013-03-06,4,6,16,25,26,2,11
13083,2013-03-08,2,5,16,28,32,4,11
13084,2013-03-10,2,10,12,15,18,6,10
13085,2013-03-13,1,5,15,25,35,2,11
13086,2013-03-15,4,9,22,25,27,5,8
13087,2013-03-17,2,4,12,14,16,4,9
13088,2013-03-20,2,11,23,26,29,6,10
13089,2013-03-22,4,13,14,26,30,1,5
13090,2013-03-24,18,20,22,23,25,5,10
13091,2013-03-27,7,9,17,28,35,6,10
13092,2013-03-29,6,7,30,33,34,3,10
13093,2013-03-31,11,14,30,33,34,6,11
13094,2013-04-02,7,10,27,30,34,7,9
13095,2013-04-05,12,20,26,28,34,2,6
13096,2013-04-07,4,10,15,19,25,7,10
13097,2013-04-09,12,15,19,25,28,6,9
13098,2013-04-12,2,13,19,29,34,3,10
13099,2013-04-14,3,18,19,24,25,1,4
13100,2013-04-16,3,8,9,18,33,2,3
13101,2013-04-19,7,11,12,16,32,4,10
13102,2013-04-21,2,3,17,22,34,4,8
13103,2013-04-23,4,6,13,22,25,4,9
13104,2013-04-25,5,12,24,27,31,3,9
13105,2013-04-28,9,22,26,28,33,6,10
13106,2013-04-30,1,3,22,25,30,10,11
13107,2013-05-02,5,7,22,23,25,2,8
13108,2013-05-05,13,14,19,23,26,1,4
13109,2013-05-07,16,21,29,32,34,3,8
13110,2013-05-09,4,17,18,21,33,1,6
13111,2013-05-12,6,13,19,25,28,2,12
13112,2013-05-14,1,3,7,15,34,4,5
13113,2013-05-16,10,17,20,30,32,9,10
13114,2013-05-18,8,12,17,18,33,9,10
13115,2013-05-21,11,15,16,22,24,4,6
13116,2013-05-23,5,24,27,34,35,1,5
13117,2013-05-25,17,18,24,28,30,2,10
13118,2013-05-28,16,17,18,19,28,3,9
13119,2013-05-30,10,16,18,19,29,1,9
13120,2013-06-01,16,21,25,33,35,3,12
13121,2013-06-04,14,18,20,22,24,7,8
13122,2013-06-06,2,3,27,28,30,8,9
13123,2013-06-08,2,6,8,25,34,9,12
13124,2013-06-10,4,22,28,30,34,3,8
13125,2013-06-13,3,16,20,25,35,1,9
13126,2013-06-15,5,7,19,23,33,5,7
13127,2013-06-17,1,7,11,27,33,3,12
13128,2013-06-20,8,16,17,19,34,5,11
13129,2013-06-22,3,6,27,31,34,6,9
13130,2013-06-24,8,11,22,24,30,4,8
13131,2013-06-27,14,15,20,27,30,5,11
13132,2013-06-29,5,9,16,24,27,4,9
13133,2013-07-01,2,3,5,8,11,10,12
13134,2013-07-03,3,5,7,21,33,5,11
13135,2013-07-06,7,8,15,22,27,4,5
13136,2013-07-08,7,11,15,25,33,2,4
13137,2013-07-10,5,8,16,19,23,3,5
13138,2013-07-13,3,10,12,18,30,7,11
13139,2013-07-15,1,2,10,27,31,5,12
13140,2013-07-17,4,9,12,24,30,6,12
13141,2013-07-20,2,16,22,30,35,2,3
13142,2013-07-22,13,14,15,20,35,1,12
13143,2013-07-24,1,5,10,25,33,3,7
13144,2013-07-26,5,12,16,17,26,2,10
13145,2013-07-29,4,9,19,26,31,4,10
13146,2013-07-31,10,16,21,23,24,3,8
13147,2013-08-02,3,16,22,31,34,10,12
13148,2013-08-05,3,4,13,21,24,3,10
13149,2013-08-07,6,21,22,27,34,9,11
13150,2013-08-09,3,7,13,27,29,1,8
14001,2013-08-12,5,6,18,27,34,5,8
14002,2013-08-14,3,9,15,18,22,2,10
14003,2013-08-16,10,25,31,33,34,8,11
14004,2013-08-18,2,4,15,21,25,5,9
14005,2013-08-21,1,2,13,15,27,6,9
14006,2013-08-23,6,18,20,22,26,2,4
14007,2013-08-25,2,7,18,20,31,7,12
14008,2013-08-28,1,3,5,14,34,9,11
14009,2013-08-30,2,6,14,21,31,5,9
14010,2013-09-01,11,13,14,17,32,1,7
14011,2013-09-04,7,18,20,22,29,5,12
14012,2013-09-06,2,3,8,18,31,2,9
14013,2013-09-08,6,8,18,21,23,1,3
14014,2013-09-10,6,10,19,26,30,1,12
14015,2013-09-13,3,8,19,24,26,1,5
14016,2013-09-15,13,17,21,22,27,11,12
14017,2013-09-17,13,14,22,33,34,7,9
14018,2013-09-20,8,10,11,19,23,9,11
14019,2013-09-22,1,10,17,24,31,1,8
14020,2013-09-24,13,24,26,27,29,5,11
14021,2013-09-27,1,13,14,32,33,9,10
14022,2013-09-29,7,13,25,29,32,3,9
14023,2013-10-01,9,15,22,25,26,7,9
14024,2013-10-03,1,5,15,19,31,1,10
14025,2013-10-06,4,14,19,24,28,8,12
14026,2013-10-08,2,3,10,18,31,1,12
14027,2013-10-10,7,15,23,25,35,6,8
14028,2013-10-13,9,21,24,26,33,3,9
14029,2013-10-15,6,14,19,24,35,2,3
14030,2013-10-17,3,16,19,23,28,3,7
14031,2013-10-20,8,23,27,28,29,7,11
14032,2013-10-22,10,12,13,22,28,5,11
14033,2013-10-24,5,14,15,25,26,5,8
14034,2013-10-26,1,19,22,25,33,4,10
14035,2013-10-29,4,7,9,15,24,3,8
14036,2013-10-31,15,16,17,23,33,6,7
14037,2013-11-02,6,16,17,28,29,6,10
14038,2013-11-05,3,24,26,31,32,2,5
14039,2013-11-07,4,6,13,18,19,5,6
14040,2013-11-09,6,11,17,29,32,3,12
14041,2013-11-12,7,8,18,25,26,3,4
14042,2013-11-14,8,9,11,19,23,3,4
14043,2013-11-16,4,14,16,25,31,10,12
14044,2013-11-18,7,10,19,30,33,1,12
14045,2013-11-21,7,15,22,29,30,7,12
14046,2013-11-23,6,7,12,20,22,2,6
14047,2013-11-25,13,17,22,25,27,4,9
14048,2013-11-28,16,18,23,29,33,5,7
14049,2013-11-30,1,7,23,28,32,5,8
14050,2013-12-02,3,4,5,10,27,7,12
14051,2013-12-05,14,15,19,22,31,1,11
14052,2013-12-07,1,7,11,23,30,5,6
14053,2013-12-09,5,15,17,25,34,4,12
14054,2013-12-11,18,25,31,32,34,9,11
14055,2013-12-14,4,13,16,25,31,6,11
14056,2013-12-16,1,15,21,28,30,3,4
14057,2013-12-18,1,4,14,19,28,2,10
14058,2013-12-21,1,11,18,24,34,2,11
14059,2013-12-23,1,3,8,15,32,9,12
14060,2013-12-25,10,11,14,17,25,4,11
14061,2013-12-28,2,17,18,19,33,1,2
14062,2013-12-30,3,14,15,16,27,2,3
14063,2014-01-01,6,17,26,32,34,3,11
14064,2014-01-03,9,12,21,24,31,8,9
14065,2014-01-06,1,4,5,19,26,1,6
14066,2014-01-08,10,20,22,29,35,3,9
14067,2014-01-10,1,15,25,26,30,4,9
14068,2014-01-13,8,11,18,22,24,4,5
14069,2014-01-15,9,11,13,20,25,8,11
14070,2014-01-17,2,8,18,30,32,3,5
14071,2014-01-20,2,21,22,25,26,10,12
14072,2014-01-22,11,15,18,24,27,2,4
14073,2014-01-24,8,9,25,32,34,8,10
14074,2014-01-26,16,24,25,32,34,1,9
14075,2014-01-29,6,13,24,26,29,6,7
14076,2014-01-31,11,13,19,27,30,8,11
14077,2014-02-02,7,11,24,33,34,3,9
14078,2014-02-05,2,7,23,32,34,3,6
14079,2014-02-07,9,13,19,22,26,7,10
14080,2014-02-09,20,25,27,34,35,4,6
14081,2014-02-12,1,13,20,24,30,6,12
14082,2014-02-14,11,15,23,31,33,6,10
14083,2014-02-16,13,20,26,29,31,4,5
14084,2014-02-18,12,15,20,22,34,1,9
14085,2014-02-21,1,14,21,26,30,6,10
14086,2014-02-23,6,10,26,30,31,7,12
14087,2014-02-25,13,27,29,31,32,9,12
14088,2014-02-28,5,10,21,29,33,2,5
14089,2014-03-02,18,21,24,29,32,3,5
14090,2014-03-04,2,8,29,33,35,5,11
14091,2014-03-07,7,19,21,32,34,6,8
14092,2014-03-09,6,14,17,22,32,9,10
14093,2014-03-11,2,14,20,30,33,1,2
14094,2014-03-13,8,9,11,23,32,5,7
14095,2014-03-16,2,3,14,17,27,6,11
14096,2014-03-18,1,14,22,29,35,5,7
14097,2014-03-20,5,9,13,28,32,2,5
14098,2014-03-23,9,17,18,23,32,11,12
14099,2014-03-25,4,7,9,15,16,7,12
14100,2014-03-27,11,20,26,27,32,2,8
14101,2014-03-30,10,11,28,30,31,2,4
14102,2014-04-01,2,14,17,19,34,1,10
14103,2014-04-03,5,8,15,31,32,9,10
14104,2014-04-05,8,14,17,19,34,4,11
14105,2014-04-08,15,17,21,22,32,3,12
14106,2014-04-10,1,8,17,31,33,1,8
14107,2014-04-12,5,27,30,32,33,3,4
14108,2014-04-15,11,12,22,28,31,7,9
14109,2014-04-17,1,9,17,20,25,2,10
14110,2014-04-19,2,13,16,21,27,5,11
14111,2014-04-22,3,11,12,23,30,6,10
14112,2014-04-24,20,24,25,27,34,3,9
14113,2014-04-26,8,12,18,27,31,3,6
